unit_index,importance
403,0.0006859420711271192
2,0.0006857267572952001
188,0.000684695187937712
665,0.0006844387341011841
710,0.0006836059683257348
933,0.000683501057243332
128,0.0006830984625299998
438,0.0006827824646858597
711,0.0006823072496032583
894,0.0006822899267958197
170,0.0006821832873468666
558,0.0006814278326233762
490,0.0006814074678084238
959,0.0006810152917813766
623,0.0006798525829657038
477,0.0006796775765030401
322,0.0006796373151875657
96,0.000679270748936546
473,0.0006786694350995723
241,0.0006781972526170031
279,0.0006781157029432036
95,0.000678074894798352
722,0.000676853208155497
306,0.0006768073864345586
810,0.0006750056559176375
12,0.0006734757905701082
383,0.0006731294167715263
590,0.0006727716112764898
108,0.0006720894808659092
402,0.0006717275156222268
401,0.000670779055502383
863,0.0006707308745189405
113,0.000669564190139067
470,0.0006688977277358248
289,0.0006687707077871268
252,0.0006686071113303232
924,0.0006683547172497397
70,0.0006682967112224013
61,0.0006679045445504602
370,0.00066761855995891
298,0.0006670254772260663
807,0.0006664071288131032
118,0.0006655858381779645
674,0.0006651669361158179
489,0.0006651253351912231
664,0.0006650859925359529
736,0.0006635609885165527
167,0.0006635261739204182
796,0.0006629906558123202
749,0.0006623543526129392
237,0.0006616576581387767
877,0.0006615572947210219
411,0.0006592606824720184
496,0.0006590029612221174
747,0.000658673540923043
261,0.0006583295258155743
633,0.0006578215512949097
32,0.0006570403464027351
765,0.000656474300573086
557,0.0006563831593432927
100,0.0006557572904439205
532,0.0006547584367871663
781,0.0006544411891509222
970,0.0006536261451471864
94,0.0006535845050295957
607,0.0006526701469155993
163,0.0006523549096887224
721,0.0006520397258123286
111,0.0006514906971803467
829,0.0006512580491428606
80,0.0006510905131151643
238,0.000651015808630408
704,0.0006509297885317511
676,0.0006507663546354407
361,0.000650297354909831
480,0.00065006267026362
374,0.0006495215852671152
546,0.0006471883467321345
751,0.0006466615104723661
904,0.0006463491972341805
913,0.0006439687263528039
465,0.0006439295696998229
0,0.0006437971076727833
326,0.0006431365888907579
288,0.0006422849148754753
725,0.0006420507152485068
854,0.0006419204928769792
626,0.0006413098037491778
28,0.0006412249091860149
147,0.0006410668658932486
81,0.0006406733127548778
467,0.0006406124097902777
672,0.0006388332647239288
71,0.0006388247294846374
369,0.0006382216566870498
297,0.0006378623391414407
742,0.0006378042386413116
621,0.0006373812330386442
801,0.0006367736494661601
260,0.0006354118738423056
540,0.0006344439092950121
918,0.0006343300788749302
468,0.0006328571359060867
164,0.0006327737852768329
142,0.0006325479238667963
940,0.0006323698543257262
728,0.0006316802291227363
737,0.0006315168568902364
228,0.0006311927267633477
969,0.0006310051030445701
387,0.0006308801844919427
912,0.0006302373276365855
701,0.0006299233166920081
208,0.0006298133683920897
405,0.0006295552334807038
42,0.0006292104519333039
92,0.0006287713823630292
849,0.0006285747080994996
555,0.0006282691789230183
107,0.0006282099360515474
281,0.0006279224639072576
720,0.0006277767341476899
255,0.0006266660379204281
580,0.0006260575706268437
629,0.0006260516929578105
805,0.0006258734719883012
136,0.0006250120089811912
999,0.0006248655346372202
150,0.0006221640663530746
263,0.0006212379529101576
11,0.0006212308135047726
62,0.0006210815487637743
934,0.0006210472930950831
327,0.0006209003921132071
965,0.0006204176443302329
175,0.0006188294280279547
91,0.0006187785523453155
492,0.0006184733634857077
566,0.0006184346177831303
40,0.0006183430172268254
572,0.0006174472312665106
243,0.000617243174598456
466,0.0006170822380443692
617,0.0006168532424867461
447,0.0006157359234511025
947,0.0006157269844451053
853,0.0006155478505626655
8,0.0006148713567580287
160,0.0006143088305747171
430,0.0006137843289008529
487,0.0006126394517783208
494,0.0006108533034950302
661,0.0006088364415137628
568,0.0006087205905912585
679,0.0006083434695900982
209,0.000608142012558099
141,0.0006075139564416794
277,0.0006061378305981177
251,0.0006058309418353518
323,0.0006057179257996703
656,0.0006055789055470301
315,0.0006055557085714498
927,0.0006054772161825177
408,0.0006051159635759923
256,0.0006049567248977957
45,0.0006044713803137543
719,0.0006035315531296949
395,0.0006034043550666628
602,0.0006032651439052827
173,0.0006032105108951748
910,0.0006014778527320039
76,0.0006006152848305718
272,0.0006005818816339117
375,0.0006004641461220197
845,0.0006003703268207422
634,0.0005996998415216812
968,0.0005981457660591239
360,0.0005975816612004299
953,0.0005974223059217942
27,0.0005973511083133786
39,0.0005968300684575792
846,0.0005956566071310664
682,0.0005951420541660691
112,0.0005948803322088322
17,0.0005939285734968399
964,0.0005933892499801564
648,0.0005929141573903136
528,0.0005917882628374359
813,0.0005911165831584926
963,0.0005907502402161176
234,0.0005888025181159969
895,0.0005883213232396525
681,0.0005882983651396179
300,0.0005880851859127017
935,0.0005880391868418969
983,0.0005875359187528236
257,0.0005868314544689001
632,0.0005864391775467075
43,0.0005863828933935644
802,0.0005859598245150925
348,0.0005854464949688535
817,0.0005849181077633566
189,0.0005844918191071831
301,0.0005844150035463639
123,0.0005842853637491277
138,0.000582544544914905
879,0.0005802564014734232
184,0.0005796495021331953
321,0.0005795248367215363
48,0.0005788999222987568
407,0.0005787625838221324
938,0.0005768112610780717
503,0.0005756495064527476
595,0.0005753712484198266
13,0.0005749422513863832
954,0.0005746080354831086
715,0.0005743977575355099
344,0.0005724153757405063
724,0.0005721504005695002
433,0.0005717837002659572
455,0.0005717210548247909
870,0.0005712733944544202
343,0.0005711726758298997
339,0.0005711526628388179
942,0.0005710034247628109
97,0.0005698954970103627
564,0.0005696625347334272
575,0.0005695156275911896
115,0.0005690948710717567
581,0.0005685338373027447
746,0.0005670832614679094
